IQ,CGPA,Internship_Experience,Projects_Completed,Placement
71,5.9,No,0,No
110,7.56,No,2,No
71,5.03,No,0,No
94,8.68,No,2,No
106,9.93,No,4,No
102,9.45,No,3,No
106,7.17,No,2,No
103,6.36,No,3,No
119,5.17,No,1,No
85,8.74,No,4,Yes
89,8,No,2,No
88,7.53,No,4,No
112,9.23,No,5,Yes
113,6.11,Yes,3,No
106,4.9,Yes,3,No
117,5.4,No,4,No
82,6.23,No,4,No
125,5.28,No,5,No
122,7.74,No,3,No
111,6.73,Yes,5,No
126,5.47,Yes,5,Yes
75,8.71,No,4,Yes
92,6.18,Yes,5,No
88,8.24,No,3,No
110,6.56,Yes,1,No
84,7.18,No,3,No
111,9.59,Yes,5,Yes
120,5.68,Yes,0,No
110,7.29,Yes,3,No
104,9.3,No,1,No
85,8.18,No,3,No
87,5.89,Yes,4,No
118,7.39,Yes,5,No
111,8.29,No,1,No
99,9.82,No,2,No
93,4.75,Yes,3,No
69,5.01,No,4,No
83,6.45,Yes,2,No
128,6.01,No,2,No
80,6.67,Yes,2,No
102,5.62,No,0,No
115,6.12,No,5,No
81,5.28,No,4,No
102,9.99,No,0,No
114,6,Yes,4,No
100,6.02,Yes,4,No
143,5.94,Yes,5,No
74,9.8,No,1,No
115,8.44,No,2,Yes
97,8.64,Yes,3,No
111,5.65,No,1,No
106,9.67,Yes,3,Yes
89,7.43,Yes,5,No
103,6.4,Yes,2,No
72,7.92,Yes,4,No
109,9.61,Yes,5,Yes
104,8.94,No,1,No
109,9.37,No,0,No
115,10.05,No,4,Yes
105,5.92,No,5,No
102,6.72,No,0,No
86,5.2,Yes,4,No
89,9,No,4,No
117,5.64,No,2,Yes
121,9.23,No,1,Yes
96,6.7,No,5,No
100,7.33,No,5,No
86,4.92,No,5,No
117,6.51,Yes,3,No
109,9.07,No,2,No
129,5.24,Yes,3,No
86,7.26,Yes,4,No
94,5.14,No,0,No
103,6.6,No,3,No
109,5.98,No,0,No
96,6.3,No,3,No
86,9.06,Yes,0,No
113,7.09,No,2,No
110,6.31,Yes,3,No
86,8.43,No,2,No
120,6.06,No,2,Yes
117,6.53,No,0,No
102,8.12,No,3,No
101,6.43,Yes,3,No
108,8.8,No,1,No
87,7.01,No,0,No
100,8.82,Yes,3,No
67,9.99,No,4,Yes
113,5.66,No,1,No
76,6.35,Yes,3,No
122,6.44,No,0,No
95,5.58,No,5,No
96,8.81,Yes,4,No
90,8.64,No,3,No
95,7.43,No,2,No
121,8.04,No,2,Yes
62,5.54,No,4,No
119,8.12,No,4,Yes
105,9.34,No,4,Yes
81,7.79,Yes,4,No
83,6.18,No,0,No
125,7.9,Yes,2,No
85,7.24,No,3,No
82,7.29,No,3,No
117,7.68,Yes,2,Yes
105,6.79,No,3,No
85,9.04,No,5,No
103,9.34,No,2,No
84,5.35,Yes,5,No
116,9.45,No,5,Yes
115,7.36,No,1,No
107,8.6,No,2,No
105,9.78,No,3,No
126,7.36,No,1,No
99,9.61,No,3,No
82,6.18,No,0,No
106,6.1,Yes,5,No
131,8.23,No,3,Yes
84,9.24,No,1,No
94,9.15,No,2,No
106,8.68,No,3,No
99,8.09,No,2,Yes
85,6.91,Yes,3,No
116,9.7,Yes,4,Yes
134,6.35,No,5,No
102,9.21,Yes,3,No
86,7.23,Yes,5,No
76,8.38,No,4,No
103,6.83,No,3,No
116,9.74,No,3,Yes
107,8.19,No,4,No
99,9.28,No,5,Yes
91,4.89,Yes,5,No
83,8.31,No,0,No
112,8.79,No,2,Yes
113,8.98,No,1,Yes
76,9.78,No,5,No
123,4.58,Yes,5,Yes
108,4.7,No,3,No
120,7.35,No,1,No
79,5.02,Yes,0,No
79,9.78,No,3,No
97,6.39,No,4,No
107,6.87,No,4,No
126,5.47,Yes,3,No
110,7.11,No,4,No
96,6.46,Yes,0,No
84,5.13,Yes,2,No
118,7.02,No,2,No
85,6.6,No,0,No
124,10,No,4,Yes
95,6.22,No,2,No
123,7.45,No,4,No
110,9.95,No,4,Yes
97,9.37,No,1,No
92,9.98,Yes,5,Yes
94,9.5,No,2,Yes
106,7.58,Yes,4,No
101,8.57,Yes,1,No
91,5.08,Yes,0,No
97,6.8,No,5,No
101,8.71,Yes,2,No
68,7.17,Yes,0,No
106,8.27,No,0,No
85,8.68,No,5,No
82,6.14,No,5,No
74,9.77,No,3,No
73,7.41,No,2,No
79,6.43,No,0,No
89,9.36,Yes,5,No
129,6.68,No,0,No
92,8.71,Yes,0,No
102,8.06,No,4,No
106,6.6,No,2,No
101,8.64,No,2,No
98,7.75,No,2,No
82,6.84,No,2,No
121,5.36,No,2,No
127,9.12,No,0,Yes
74,4.93,No,1,No
84,9.5,Yes,3,No
95,6.69,No,2,No
85,8.33,No,4,No
107,9.65,No,1,No
89,5.81,Yes,4,No
132,7.58,No,0,No
117,8.84,No,5,Yes
103,8.31,No,3,No
115,7.56,Yes,0,No
116,8.19,No,0,No
91,8.47,No,5,Yes
87,8.97,Yes,2,No
101,8.53,No,5,No
112,6.34,Yes,5,No
102,9.83,Yes,4,No
76,7.65,Yes,2,No
87,4.97,Yes,0,No
98,6.77,No,3,No
98,5.79,No,1,No
129,5.76,No,0,No
79,6.86,No,0,No
107,5.63,No,0,No
122,8.73,Yes,4,Yes
134,5.82,No,1,No
93,5.75,No,3,No
107,5.58,Yes,0,No
108,5.71,Yes,1,No
102,6.46,No,0,No
98,8.34,No,5,No
106,9.42,Yes,1,No
62,9.32,No,1,No
110,9.86,Yes,4,No
101,5.76,No,4,No
96,6.56,No,1,No
130,4.91,No,2,No
89,9.08,No,0,No
93,5.78,Yes,4,No
129,7.66,No,5,No
87,5.76,Yes,1,No
91,5.75,Yes,5,No
97,10.34,No,2,No
112,9,Yes,1,No
103,8.79,No,3,Yes
80,7.41,No,1,No
92,9.66,Yes,3,No
90,8.54,Yes,4,Yes
98,9.35,No,4,No
106,6.21,Yes,1,No
106,8.26,No,4,No
73,8.48,Yes,1,No
115,7.42,Yes,5,No
103,9.38,No,1,No
120,10.08,No,3,Yes
106,7.48,No,0,No
116,7.39,No,1,No
106,7.26,No,0,No
120,8.99,No,2,Yes
107,8.06,No,4,No
98,5.57,Yes,2,No
134,7.71,No,2,No
113,4.94,Yes,1,No
108,8.93,No,2,Yes
80,6.27,No,1,No
80,6.87,No,4,No
104,8.77,No,4,Yes
102,5.34,No,2,No
90,6,No,1,No
102,7.32,No,3,No
123,6.58,Yes,3,Yes
110,6.6,Yes,0,No
82,10.23,No,0,No
98,8.7,No,5,No
87,8.98,No,0,No
94,9.31,No,2,Yes
93,6.65,Yes,1,No
92,6.2,No,0,No
81,5.96,No,1,No
98,9.3,Yes,2,No
91,8.26,No,1,No
56,6.24,Yes,5,No
130,6.79,No,1,No
116,7.2,No,2,No
94,7.21,Yes,5,No
100,9.18,Yes,3,Yes
82,6.46,No,1,No
125,9.66,No,1,No
128,7.51,No,4,No
102,8.57,No,4,Yes
115,9.54,No,5,Yes
102,9.86,No,0,No
79,5,No,0,No
93,5.65,Yes,2,No
101,7.38,No,2,No
93,7.31,Yes,4,No
96,8.3,No,4,Yes
98,9.93,No,0,No
98,5.12,No,4,No
100,7.19,Yes,1,No
84,5.7,No,1,No
89,9.73,Yes,4,No
80,10.19,No,2,No
114,7.17,Yes,0,No
68,5.12,Yes,1,No
117,8.68,Yes,5,Yes
120,8.09,No,2,Yes
95,6.59,No,5,No
60,9.48,No,4,No
94,10.35,No,5,No
99,7.69,No,0,No
84,7.55,No,0,No
92,6.16,No,2,No
122,7.59,No,2,No
109,6.89,No,2,No
86,6.77,No,5,No
76,4.9,Yes,4,No
95,6.76,Yes,4,No
96,6.01,No,2,No
107,7.75,Yes,4,No
91,7.87,Yes,0,No
107,8.23,No,3,No
129,6.91,No,4,No
112,6.94,No,0,No
99,8.94,Yes,3,No
97,7.81,No,3,No
94,9.73,No,2,Yes
117,7.14,No,5,No
90,8.1,Yes,2,No
100,4.84,No,0,No
100,7.96,Yes,2,No
92,8.95,Yes,3,No
79,9.9,Yes,0,No
104,9.9,Yes,0,No
99,6.69,No,5,No
107,8.09,No,5,No
91,6.94,Yes,0,No
118,7.88,No,5,No
86,6.03,Yes,5,No
125,9.41,No,2,Yes
73,9.65,Yes,5,No
106,7.49,Yes,2,No
107,5.96,Yes,2,No
88,5.93,No,4,No
106,8.19,Yes,5,No
119,6.63,No,5,No
66,9.29,Yes,4,Yes
107,8.7,No,4,No
62,8.21,Yes,0,No
85,7.94,Yes,2,No
124,5.52,No,4,Yes
91,10.06,No,0,No
82,8.37,No,3,Yes
97,9.62,No,4,No
131,8.04,Yes,0,No
72,8.67,Yes,1,No
84,5.39,No,4,No
122,8.58,No,3,Yes
127,8.57,No,0,No
98,8.63,No,5,Yes
81,8.86,No,5,No
131,6.38,No,4,Yes
123,9.83,No,4,Yes
110,10.11,Yes,1,No
87,5.33,Yes,0,No
99,9.79,No,0,No
97,6.77,No,0,No
104,8.13,No,2,No
121,6.89,No,5,Yes
113,10.13,No,1,No
83,5.46,Yes,5,No
120,7.31,Yes,0,No
104,6.65,Yes,1,No
110,6.93,No,2,No
121,8.06,No,0,No
83,5.52,No,1,No
99,8.42,No,1,No
92,9.9,Yes,2,No
76,9.22,Yes,1,No
105,9.57,No,2,No
137,6.69,Yes,4,No
72,6.78,No,1,No
99,7.81,Yes,2,No
109,5.03,Yes,5,No
101,9.33,Yes,3,No
98,6.11,No,0,No
80,9.7,Yes,0,No
103,5.57,Yes,0,No
88,8.67,Yes,2,Yes
67,6.08,Yes,2,No
117,5.26,No,0,No
114,8.95,No,2,Yes
100,6.87,No,5,No
103,9.03,Yes,1,No
116,8.14,No,1,No
103,5.05,No,1,No
113,10.05,Yes,4,Yes
95,6.84,No,0,No
119,9.02,Yes,3,Yes
104,7.29,No,0,No
102,8.13,No,1,No
80,6.05,Yes,0,No
104,6.27,No,4,No
87,7.32,No,1,No
90,7.11,No,4,No
87,7.27,Yes,4,No
84,8.56,No,4,Yes
131,7.96,No,1,No
119,5.13,No,4,No
128,6.23,No,4,No
81,7.23,Yes,3,No
101,5.95,No,0,No
80,6.34,No,3,No
89,4.98,Yes,0,No
86,9.84,No,1,No
118,9.16,Yes,3,Yes
94,5.16,No,2,No
116,5.16,No,1,No
109,8.5,No,1,No
134,7.47,No,0,No
77,9.3,No,0,No
118,9.46,No,4,Yes
117,8.16,No,2,Yes
85,5.99,Yes,5,No
115,8.69,No,1,No
105,9.55,No,1,No
96,7.94,Yes,3,No
87,8.06,No,0,No
89,7,No,3,No
130,6.48,No,0,No
100,8.26,No,0,No
111,9.48,No,3,Yes
88,7.76,Yes,3,No
88,8.93,Yes,3,No
116,5.76,No,5,No
79,6.28,No,0,No
93,8.11,No,2,No
100,6.13,No,3,No
101,7.85,Yes,0,No
97,6.9,No,3,No
105,8.85,Yes,5,Yes
110,9.01,No,2,Yes
111,7.24,No,2,Yes
85,5.68,No,4,No
95,8.63,Yes,4,Yes
117,9.79,Yes,2,Yes
113,8.19,Yes,3,Yes
79,4.92,Yes,4,No
105,5.39,Yes,5,No
70,6.87,No,0,No
100,5.78,Yes,2,No
128,9.25,No,3,Yes
85,9.42,Yes,5,No
87,6.35,No,0,No
111,6.73,Yes,2,No
76,6.25,No,2,No
90,9.12,No,3,No
108,7.68,No,3,No
90,8.25,No,1,No
96,7.02,No,3,No
111,8.52,No,0,No
106,6.45,Yes,4,No
104,6.45,No,3,No
94,7.79,No,3,No
105,7.5,No,4,No
98,6.25,No,4,No
106,6.24,Yes,5,No
92,6.61,No,2,No
97,7.24,No,2,No
85,7.76,No,4,No
99,9.67,Yes,4,No
87,5.66,No,4,No
83,6.01,Yes,0,No
103,6.32,No,5,No
103,8.01,No,1,No
111,7.24,Yes,0,No
93,8.46,No,1,No
106,6.38,No,2,No
108,8.31,Yes,4,Yes
106,9.09,No,0,No
87,9.5,Yes,5,Yes
102,9.61,Yes,4,Yes
105,8.65,No,5,Yes
100,9.89,Yes,5,No
68,6.09,No,4,No
102,5.83,No,4,No
133,5.13,Yes,0,No
94,8.25,Yes,4,Yes
89,9.42,Yes,2,Yes
105,5.95,No,1,No
104,8.09,No,5,Yes
117,8.52,No,3,Yes
81,9.19,No,2,No
110,8.25,Yes,1,No
108,10.17,Yes,3,No
97,7.07,Yes,4,No
105,6.49,No,2,No
115,7.82,No,5,No
113,7.28,Yes,5,No
82,4.92,No,3,No
112,9.09,No,3,Yes
99,9.16,Yes,3,Yes
101,8.44,Yes,4,No
101,6.49,Yes,1,No
97,7.29,Yes,1,No
117,6.5,No,2,Yes
98,5.49,Yes,4,No
83,8.24,No,1,No
94,5.17,Yes,2,No
102,5.49,No,1,No
118,8.84,No,0,Yes
109,4.94,Yes,4,No
87,9.93,Yes,0,No
137,8.03,Yes,1,No
103,9.59,Yes,1,No
119,4.91,No,0,No
97,7.45,Yes,4,No
108,6.61,Yes,2,No
112,9.06,No,3,Yes
118,6.74,No,5,Yes
115,6.3,Yes,0,No
113,9.55,No,5,Yes
95,6.76,Yes,4,No
91,4.91,Yes,4,No
104,7.28,Yes,5,No
113,8.62,No,3,Yes
96,6,No,2,No
115,6.97,No,2,No
121,5.61,Yes,1,No
86,7.52,No,1,No
87,8.61,Yes,5,No
97,7.02,No,0,No
104,6.79,Yes,5,No
92,5.12,Yes,2,No
120,5.93,No,0,No
106,6.02,Yes,1,No
100,7.75,No,0,No
78,8.13,No,3,Yes
80,9.31,Yes,5,No
104,5.09,No,0,No
68,8.26,Yes,1,No
115,7.67,No,1,No
97,7.41,No,3,No
148,9.08,No,3,Yes
134,5.81,Yes,2,Yes
97,5.13,No,3,No
98,8.04,Yes,3,No
114,7.19,No,2,No
125,4.7,Yes,3,Yes
75,6.75,Yes,4,No
73,6.89,Yes,4,No
90,8,No,4,No
108,6.1,No,3,No
107,7.24,Yes,1,No
116,7.12,No,1,No
82,7.14,No,2,No
65,9.88,Yes,1,No
112,5.37,No,1,No
87,9.79,Yes,2,Yes
69,7.88,No,4,No
102,8.92,No,2,No
111,7.15,Yes,1,No
98,7.2,No,1,No
93,9.44,No,2,No
97,9.87,No,3,No
94,6.32,No,1,No
79,6.22,No,1,No
89,7.58,No,2,No
107,9.64,No,5,Yes
104,6.69,Yes,1,No
102,7.79,No,5,No
85,9.04,Yes,3,Yes
97,8.42,Yes,3,No
67,7.72,No,2,No
102,6.62,No,0,No
121,9.44,Yes,4,Yes
77,8.35,Yes,3,No
91,8.57,Yes,3,No
104,7.02,Yes,4,No
118,8.12,No,2,Yes
93,6.05,No,1,No
89,5.98,Yes,2,No
70,8.69,Yes,0,No
101,7.92,No,5,No
130,8.37,Yes,0,No
104,6.23,Yes,4,No
99,8.46,Yes,5,No
104,6.84,Yes,0,No
99,7.97,Yes,0,No
87,6.36,Yes,4,No
112,8.18,No,4,Yes
103,8.8,No,4,No
100,5.83,No,4,No
85,6.88,No,4,No
119,8.42,No,3,Yes
109,8.8,Yes,5,Yes
91,8.54,No,5,No
115,8.51,No,1,No
92,7.16,No,4,No
88,7.38,Yes,1,No
88,5.86,No,0,No
73,5.61,No,3,No
107,8.67,No,4,No
72,5.93,Yes,5,No
81,10.17,Yes,3,Yes
68,9.27,No,2,No
98,8.98,Yes,1,No
97,9.15,Yes,5,Yes
95,7.49,No,5,No
84,9.16,Yes,5,Yes
82,5.48,Yes,4,No
106,5.54,No,1,No
91,8.52,Yes,1,No
104,5.6,Yes,2,No
86,10.07,No,1,No
102,7.96,Yes,0,No
119,8.61,Yes,1,No
108,5.88,Yes,2,No
93,8.47,Yes,2,Yes
103,5.2,No,5,No
96,8.69,No,4,Yes
100,6.33,Yes,0,No
95,8.34,Yes,1,No
97,5.88,Yes,5,No
103,5.06,Yes,2,No
85,7.07,No,2,No
84,6.35,No,1,No
79,8.45,Yes,1,No
75,6.1,Yes,4,No
81,7.08,Yes,4,No
102,7.98,No,0,No
86,6.29,No,4,No
107,7.29,Yes,4,No
100,9.33,No,3,No
70,5.63,No,1,No
109,5.55,No,4,No
112,7.06,Yes,3,No
85,7.12,Yes,3,No
106,7.94,Yes,5,No
87,7.33,No,4,No
101,9.14,No,2,No
81,4.8,No,4,No
73,6.9,Yes,4,No
94,7.01,No,1,No
98,8.02,No,2,No
94,10.29,Yes,5,Yes
82,7.46,No,0,No
94,9.89,No,4,No
104,6.71,No,4,No
99,5.17,Yes,1,No
102,5.71,Yes,0,No
89,6.56,Yes,3,No
117,6.68,No,2,Yes
82,5.86,No,0,No
107,7.35,No,5,No
117,6.57,No,4,No
107,5.24,No,3,No
96,6.8,No,1,No
92,9.87,No,4,No
115,6.4,Yes,1,No
78,8.8,Yes,2,No
85,7.97,No,1,No
94,7.14,No,0,No
118,6.54,Yes,0,No
105,6.43,No,2,No
85,7.99,No,2,No
95,6.46,No,2,No
90,5.91,No,0,No
89,5.72,Yes,4,No
114,8.93,Yes,0,Yes
79,7.29,No,5,No
124,7.91,No,1,No
112,7.62,Yes,2,Yes
116,9,Yes,3,Yes
93,7.97,No,0,No
97,7.55,No,3,No
78,10.09,No,4,No
92,9.01,No,0,No
107,5.34,No,4,No
119,5.42,Yes,4,No
83,9.1,No,0,No
94,9.28,Yes,0,No
97,7.26,Yes,4,No
79,7.39,No,5,No
108,8.24,Yes,5,No
89,7.61,Yes,2,No
97,8.81,No,0,No
93,5.19,No,5,No
88,9.69,No,4,No
99,8.29,Yes,1,No
96,8.13,Yes,3,No
94,6.83,Yes,1,No
89,6.09,Yes,0,No
104,7.05,No,0,No
124,7.91,No,0,No
102,8.05,No,0,No
114,7.34,No,5,Yes
79,7.8,No,1,No
102,8.89,No,2,No
83,5.38,Yes,5,No
77,7.48,No,5,No
88,9.2,No,4,No
117,7.62,No,4,No
114,8.27,No,4,Yes
103,7.55,No,3,No
77,10.39,No,0,No
97,5.54,No,5,No
104,7.79,Yes,1,No
102,5.09,No,1,No
72,6.09,No,1,No
86,6.85,No,2,No
99,5.3,No,0,No
108,9.38,No,4,No
67,9.91,No,4,No
97,6.55,Yes,0,No
102,8.57,Yes,5,Yes
112,7.9,No,4,No
110,8.6,No,5,No
108,8.33,Yes,4,No
88,4.69,No,0,No
71,8.74,Yes,1,No
94,8.85,No,5,No
115,7.92,Yes,3,No
120,9.47,Yes,5,Yes
110,9.85,No,5,No
106,7.9,No,5,No
105,7.95,No,0,No
91,9.98,Yes,4,No
98,6.69,No,4,No
125,6.15,No,3,Yes
85,6.3,Yes,3,No
124,9.75,No,5,Yes
95,8.47,No,3,Yes
119,6.01,No,0,No
78,9.59,No,1,No
108,9.06,No,3,No
88,9.07,No,5,No
78,5.5,Yes,2,No
103,7.48,No,5,No
115,8.73,No,1,No
87,7.37,No,3,No
77,8.1,No,4,Yes
98,8.69,No,0,No
98,7.24,No,4,No
108,9.04,No,4,No
114,6,No,0,No
99,6.67,Yes,1,No
127,5.62,No,4,Yes
103,6.43,No,1,No
94,7.29,No,0,No
75,8.73,No,3,No
96,8.51,Yes,4,Yes
94,7.41,Yes,4,No
114,7.77,No,0,No
106,4.98,No,0,No
82,5.89,Yes,3,No
102,8.05,No,0,No
110,8.63,Yes,2,No
122,8.73,Yes,2,Yes
113,7.45,Yes,5,Yes
111,8.57,Yes,5,Yes
100,8.88,Yes,0,No
105,10.06,No,3,No
118,6.41,No,2,No
80,7.36,No,4,No
94,8.1,No,3,No
88,9.63,Yes,0,No
105,5.81,No,2,No
118,7.74,No,3,No
91,6.96,No,5,No
64,7.17,No,4,No
93,6.19,No,0,No
113,5.31,No,1,No
108,7.44,No,2,No
106,6.68,Yes,4,No
95,6.12,No,3,No
80,6.17,No,2,No
107,5.51,Yes,5,No
87,9.83,Yes,2,Yes
132,8.24,No,0,Yes
108,8.79,Yes,4,No
91,7.45,Yes,2,No
90,9.11,Yes,2,No
98,7.32,No,4,No
96,7.57,Yes,3,No
116,7.84,No,0,No
102,8.87,No,2,Yes
89,7.36,No,5,No
128,5.87,Yes,4,No
100,5.52,Yes,1,No
111,7.67,No,5,No
90,7.58,No,5,No
105,5.64,Yes,3,No
104,7.42,No,0,No
71,8.02,No,1,No
130,9.29,No,3,Yes
119,4.89,Yes,2,Yes
94,6.6,No,0,No
83,9.12,No,3,Yes
105,8.24,Yes,3,Yes
101,6.55,Yes,5,No
105,9.69,Yes,3,No
102,7.86,No,3,No
107,7.1,No,1,No
121,9.65,Yes,0,No
108,10.07,Yes,2,Yes
84,7.11,Yes,0,No
120,5.48,Yes,5,Yes
124,6.86,Yes,1,No
147,5.32,Yes,0,No
83,5.07,Yes,1,No
103,6.68,No,1,No
68,10.1,No,1,No
108,9.54,Yes,1,No
91,7.23,Yes,3,No
128,8.03,No,0,No
88,5.27,Yes,4,No
74,6.47,Yes,1,No
92,4.84,Yes,1,No
70,9.26,No,0,No
111,5.38,Yes,3,No
69,9.45,No,2,No
100,8.38,Yes,1,No
68,6.07,Yes,3,No
95,5.77,No,5,No
124,8.53,Yes,3,Yes
105,9.65,Yes,4,Yes
87,8.59,No,1,No
99,6.37,Yes,3,No
100,7.45,No,4,No
107,6.17,No,3,No
79,10.46,Yes,5,Yes
108,9,Yes,5,Yes
59,8.54,Yes,4,No
90,6.66,No,5,No
92,8.27,No,4,Yes
109,6.25,No,5,No
100,5.42,No,4,No
78,6.86,No,3,No
85,9.25,Yes,2,No
102,8.2,Yes,0,No
98,5.2,No,4,No
91,9.58,Yes,5,No
92,6.5,No,1,No
110,6.43,Yes,0,No
92,6.98,Yes,2,No
98,7.78,No,0,No
132,7.69,No,0,No
78,7.76,No,2,No
72,8.67,No,1,No
111,6.12,No,4,No
89,9.25,No,3,No
95,5.43,No,1,No
88,8.58,No,5,No
96,7.92,No,1,No
123,8,Yes,4,Yes
112,6.94,Yes,1,No
112,7.9,No,5,No
78,5.34,Yes,1,No
82,9.01,Yes,5,No
57,4.91,No,0,No
87,5.9,No,0,No
114,7.61,Yes,2,No
107,8.22,Yes,5,Yes
96,5.3,No,2,No
99,9.41,No,2,No
89,9.69,Yes,3,Yes
103,7.98,No,4,No
111,7.58,No,3,Yes
75,8.83,No,3,No
104,7.08,No,2,No
113,7.49,No,4,Yes
93,9.55,No,3,No
110,9.49,No,0,No
142,9.9,No,3,Yes
98,5.95,Yes,0,No
105,6.15,No,3,No
88,6.41,No,5,No
102,7.37,No,5,No
106,6.99,No,4,No
102,7.32,Yes,5,No
84,7.77,No,0,No
103,8.57,No,5,No
121,8.99,No,0,Yes
106,9.09,No,2,No
114,5.11,Yes,0,No
96,5.45,No,5,No
111,9.05,Yes,3,Yes
104,8.14,No,3,Yes
85,7.97,No,2,No
104,5.23,Yes,1,No
85,6.32,No,0,No
90,8.5,Yes,0,No
102,9.41,No,0,No
104,9.73,Yes,3,No
82,7.97,No,4,No
115,7.85,Yes,4,No
108,9.05,No,4,No
89,7.88,No,2,No
76,7.74,Yes,2,No
97,9.04,No,3,No
93,8.92,No,4,Yes
101,9.79,No,1,No
94,6.09,Yes,5,No
69,7.9,No,0,No
94,9.16,Yes,4,No
95,6.04,No,1,No
109,8.76,Yes,0,No
89,5.5,Yes,0,No
125,8.97,Yes,2,Yes
71,8.1,No,1,No
119,5.82,No,4,No
96,7.11,No,4,No
112,8.58,No,3,Yes
101,8.05,No,1,No
117,7.27,No,0,No
94,9.78,No,5,No
83,7.86,No,2,No
121,7.41,No,3,No
98,5.38,No,2,No
103,9.56,No,0,No
118,6.26,No,0,No
84,8.02,No,5,No
108,8.86,Yes,2,No
91,5.67,No,3,No
98,7.31,Yes,0,No
101,6.07,No,4,No
77,8.86,No,4,No
88,7.98,No,4,No
120,9.11,No,5,Yes
113,9.64,Yes,3,Yes
99,8.68,No,3,No
103,8.78,No,1,No
95,7.41,Yes,1,No
120,7,Yes,5,Yes
96,8.28,Yes,5,No
103,9.91,No,4,No
117,6.93,Yes,5,No
88,6.49,Yes,2,No
123,7.04,Yes,2,Yes
77,7.2,No,4,No
124,5.59,No,1,No
94,7.03,No,3,No
96,7.53,No,2,No
71,7.56,Yes,3,No
93,6.63,No,4,No
84,8.23,Yes,3,No
90,9.05,Yes,2,Yes
97,9.59,Yes,5,No
114,8.12,Yes,1,Yes
103,5.36,Yes,2,No
104,9.44,No,0,No
83,8.61,Yes,3,Yes
86,6.33,No,3,No
126,5.49,No,3,No
88,5.68,No,4,No
124,5.45,No,4,No
96,5.72,No,2,No
100,9.18,Yes,1,No
116,7.98,No,0,No
119,8.83,Yes,1,No
98,9.63,No,5,No
94,8.89,Yes,1,No
99,9.78,Yes,0,No
105,10.3,No,4,No
113,6.87,Yes,3,No
100,9.73,No,4,No
109,8.18,No,3,No
124,5.47,No,3,Yes
105,8.49,No,4,Yes
104,8.13,Yes,1,No
77,9.83,No,3,No
60,6.4,No,4,No
105,8.23,No,1,No
98,4.59,No,0,No
92,6.82,No,3,No
103,4.89,No,1,No
99,7.36,No,3,No
116,9.31,No,5,Yes
101,5.81,No,1,No
88,7.65,Yes,0,No
114,6.44,No,3,No
96,5.15,Yes,4,No
107,7.86,No,5,No
92,4.97,No,5,No
90,7.57,No,5,No
101,4.78,No,1,No
100,6.02,No,0,No
107,7.43,Yes,3,No
95,8.36,Yes,0,No
72,5.63,No,0,No
93,7.75,Yes,3,No
111,9.32,No,3,Yes
95,8.89,Yes,1,No
96,5.55,No,5,No
114,7.62,Yes,4,No
89,8.29,Yes,5,Yes
76,5.46,Yes,5,No
97,9.56,Yes,0,No
92,9.26,Yes,5,No
85,8.92,No,3,No
97,9.54,Yes,0,No
107,8.26,Yes,5,No
99,8.4,No,1,No
104,7.94,No,1,No
127,9.37,No,1,No
94,8.72,No,4,Yes
104,6.44,No,2,No
92,6.45,No,2,No
87,9.47,Yes,5,No
91,4.89,No,2,No
92,8.41,No,4,Yes
105,9.93,No,4,No
135,8.24,Yes,0,Yes
89,9.83,Yes,0,No
93,8.72,No,1,No
99,5.31,Yes,4,No
105,8.97,Yes,5,Yes
103,6.58,Yes,2,No
119,7.5,No,2,No
63,6.65,No,0,No
64,6.08,No,1,No
92,6.66,No,1,No
116,7.19,Yes,5,No
76,8.49,No,3,Yes
54,9.27,Yes,4,No
108,6.07,No,2,No
103,6.16,No,5,No
83,8.65,Yes,2,Yes
85,8.24,No,0,No
85,9.21,No,0,No
101,5.17,No,4,No
90,9.6,Yes,5,No
107,7.16,Yes,5,No
57,8.21,Yes,0,No
87,5.6,Yes,5,No
83,7.26,No,0,No
96,6.29,No,2,No
91,6.4,No,4,No
111,7.15,Yes,2,No
72,8.79,Yes,2,Yes
100,8.84,No,0,No
108,7.47,No,2,No
127,7.83,Yes,4,No
92,7.31,No,0,No
104,9.6,Yes,4,No
72,7.9,No,1,No
64,6.3,Yes,4,No
112,5.91,No,4,Yes
99,8.02,No,3,No
117,8.02,No,5,Yes
79,4.97,Yes,5,No
107,9.28,No,4,No
128,8.06,Yes,2,Yes
106,7.89,No,2,No
104,4.92,No,5,No
100,7.09,Yes,0,No
76,9.53,No,5,No
120,9.04,No,1,No
90,6.68,Yes,0,No
107,5.46,Yes,4,No
76,7,No,5,No
82,6.71,No,4,No
121,8.24,Yes,2,Yes
94,9.92,Yes,4,No
121,6.66,Yes,5,No
98,5.2,Yes,5,No
72,9.85,Yes,5,Yes
113,5.57,No,4,No
91,10.09,Yes,2,No
110,8.68,Yes,1,No
100,9.78,No,4,No
76,6.15,Yes,3,No
102,5.26,No,1,No
132,7.73,Yes,1,No
107,7.3,No,5,No
99,6.27,No,2,No
116,10.1,Yes,0,Yes
103,9.37,No,5,Yes
103,8.63,No,5,Yes
83,5.5,Yes,4,No
103,8.44,No,4,Yes
115,8.44,No,0,No
87,7.14,No,4,No
121,9.25,Yes,3,Yes
98,5.72,Yes,0,No
86,6.02,No,2,No
114,5.08,Yes,0,No
95,9.19,No,1,No
